	SRR521207	SRR515153	SRR521174	SRR518987	SRR521180	SRR521181	SRR521183	SRR521188	SRR521191	SRR521194	SRR521211	SRR521212	SRR521213	SRR521214	SRR521235	SRR521190	SRR521196	SRR521177	SRR521198	SRR521185	SRR521225	SRR521215	SRR521221	SRR521242	SRR521203	SRR521219	SRR521197	SRR521227	SRR521247	SRR521172	SRR521173	SRR521232	SRR521220	SRR521259	SRR521244	SRR521176	SRR521195	SRR521209	SRR521192	SRR521189	SRR521175	SRR521200	SRR521251	SRR521253	SRR521216	SRR521230	SRR521234	SRR521236	SRR521239	SRR521241	SRR521243	SRR521249	SRR521258	SRR521264	SRR521265	SRR521222	SRR521182	SRR521187	SRR521205	SRR521226	SRR521250	SRR521199	SRR521233	SRR521245	SRR521179	SRR521237	SRR521204	SRR521184	SRR521255	SRR521178	SRR521186	SRR521252	SRR521217	SRR521246	SRR521193	SRR521202	SRR521224	SRR521257	SRR521208	SRR521223	SRR521256	SRR521231	SRR521248	SRR521240	SRR521238	SRR521260	SRR521262	SRR521229	SRR521254	SRR521261	SRR521201	SRR521206	SRR521263
SRR521237	0.5306510375	0.2636984875	0.2416656875	0.2710208375	0.427151825	0.6314864375	0.2985237	0.353948225	0.4472493375	0.2614929375	0.3452226125	0.380115925	0.5639644875	0.326293725	0.3041494125	0.382759475	0.3878150625	0.2923213	0.410389575	0.3271814375	0.467968425	0.4749298	0.4252283125	0.2009032125	0.3360627875	0.4171001375	0.3711922375	0.51645755	0.0885259875	0.3298470375	0.419142125	0.094982625	0.5122578125	0.1063744625	0.1060267625	0.449238175	0.386793275	0.0795149375	0.2239604875	0.4973382875	0.40098175	0.317618675	0.1259113125	0.0762020125	0.123126225	0.464783475	0.1244293125	0.0887319	0.069766275	0.10017945	0.099488275	0.3365177875	0.108362675	0.1955122	0.098427975	0.3870251125	0.3532618	0.256850825	0.5006242625	0.4782087875	0.2424203875	0.3542917	0.3851432625	0.1548493375	0.2104324625	0.0	0.101265725	0.2861857625	0.1976774125	0.30263225	0.2970239375	0.3619491375	0.161656125	0.144958075	0.3437415	0.0987357625	0.0989497	0.13834225	0.085928825	0.0892577125	0.1090179875	0.1051919375	0.1093785375	0.1541587125	0.1250504625	0.1062211625	0.073437825	0.109292875	0.2433293375	0.0869023	0.1108651875	0.0898888	0.19199855
SRR521204	0.5556562875	0.2808064125	0.2727862125	0.2949948125	0.44703085	0.6618314125	0.323816825	0.38113355	0.4734278375	0.2736961125	0.3716215625	0.39955185	0.5838784125	0.3400832	0.3229758375	0.40207575	0.4096587875	0.314027675	0.426716575	0.3524012625	0.4960368	0.50175065	0.4520962125	0.2207719375	0.3540287375	0.4254113375	0.3956636875	0.54757145	0.1316791875	0.3491758875	0.450487075	0.122580975	0.5266696125	0.0837926125	0.0818706125	0.474644975	0.409759175	0.0721672625	0.2489614625	0.5194655125	0.423747275	0.340244875	0.1549639375	0.1102533625	0.134230075	0.479232875	0.0919938375	0.11783085	0.090949175	0.137357	0.113968425	0.3616882625	0.10479765	0.247682425	0.104560375	0.4074625625	0.378449625	0.265095875	0.5234860375	0.5083330375	0.2689715375	0.386448525	0.4119503375	0.1744347625	0.2304679125	0.101265725	0.0	0.3025860625	0.2161177125	0.328336775	0.3214186875	0.3748210875	0.125011475	0.158359975	0.36179575	0.0749984625	0.05742475	0.169906275	0.073071175	0.0444638625	0.1391424125	0.0753214125	0.0860871125	0.1120614625	0.0859814875	0.0940173625	0.082610175	0.07944315	0.2651532375	0.071235375	0.0778353625	0.068921975	0.228422425
SRR521184	0.3888294	0.100976075	0.1040829	0.112444975	0.2147227125	0.460671125	0.1358029375	0.1842414875	0.29432425	0.1068989	0.21359585	0.2144803875	0.421628325	0.1880327875	0.2569168	0.2079410625	0.20400375	0.1122819875	0.2359751375	0.154567425	0.3225692875	0.3347161125	0.2809346	0.251682775	0.171168275	0.254074675	0.20719675	0.3627540375	0.264078425	0.18839	0.2642089375	0.2728086375	0.358276425	0.28515745	0.2719762	0.2841626875	0.2223175125	0.275236875	0.105085775	0.323102225	0.2241850125	0.1568162625	0.24923645	0.26412055	0.2737546375	0.3774785375	0.33263745	0.2456476125	0.2658595125	0.2598949625	0.2302676375	0.346320975	0.2961262125	0.1986970875	0.2597844875	0.248015625	0.2049964125	0.1233888625	0.350481575	0.311044975	0.094516575	0.1947450125	0.3839113	0.193207525	0.1243323	0.2861857625	0.3025860625	0.0	0.22646365	0.1197393125	0.1139365	0.304441325	0.2731901125	0.2600005375	0.1822832875	0.29072805	0.3079965375	0.2394602625	0.2826052875	0.2966399	0.248977875	0.3120917	0.2848738	0.2812881	0.2921493	0.284386675	0.3006381375	0.2769153125	0.202460375	0.3038720875	0.2930753	0.2996937125	0.1839379875
SRR521255	0.4778834	0.20957675	0.214285225	0.22771515	0.3639734625	0.57923745	0.2511362875	0.3089021375	0.392013375	0.21044745	0.2921344	0.3154396875	0.502673125	0.2642557875	0.1776754	0.3219472375	0.329322625	0.2352378375	0.3476905375	0.276404125	0.4171699125	0.4178646625	0.37253145	0.0836461	0.267897625	0.335560825	0.32144435	0.4696026125	0.1620312	0.2726901	0.3727081875	0.2133221125	0.4449394	0.249266575	0.2496425	0.3993265875	0.3339474125	0.1884564	0.240091425	0.435763225	0.3481222375	0.2692172625	0.187238	0.192632675	0.1629581875	0.3481714375	0.2525479	0.1432798875	0.2086932375	0.1691714875	0.2007704875	0.207601	0.2433793875	0.1513677375	0.2412934375	0.327495775	0.3020894375	0.1879749125	0.4430571	0.429255125	0.207594325	0.3117499625	0.258793125	0.13706	0.2028904	0.1976774125	0.2161177125	0.22646365	0.0	0.2516979875	0.247765625	0.23930945	0.2973404125	0.1452836125	0.2917585375	0.2333819	0.2356388125	0.1624549375	0.1915875625	0.19780125	0.143336675	0.2478909	0.2453202	0.284383925	0.2598602	0.252091375	0.2204781375	0.2432279125	0.15404835	0.2338143375	0.249271125	0.2268183625	0.1423614375
SRR521178	0.3317188625	0.0921971375	0.1073828625	0.0854441625	0.20265945	0.4182418625	0.081011825	0.12472325	0.2362634625	0.1127883875	0.1603866625	0.164384425	0.3739741125	0.150399175	0.2251011125	0.129306575	0.1335609125	0.04528565	0.160494425	0.1078473625	0.274183825	0.282750875	0.2291731125	0.2701657875	0.1190529875	0.2025458875	0.1571912625	0.3063333	0.2905963625	0.1294894375	0.20606175	0.297906925	0.3077786625	0.2967653125	0.2921148875	0.2163903	0.16170865	0.2991529625	0.1667125875	0.2734024125	0.17182955	0.09416295	0.2773646875	0.2814115875	0.29763095	0.3280813	0.3548384875	0.271787675	0.27760905	0.2839804	0.248110725	0.3116824625	0.313579	0.2072519	0.285443	0.1921564375	0.1365713	0.137101625	0.2905516625	0.2513188875	0.1116216125	0.131958975	0.3485994375	0.2204826875	0.1433823875	0.30263225	0.328336775	0.1197393125	0.2516979875	0.0	0.0731293875	0.2636946875	0.30187425	0.284794025	0.123249425	0.3061539625	0.326622625	0.25357085	0.306512125	0.3180370875	0.2755191125	0.3283290125	0.3143282375	0.3009728125	0.3170016875	0.2989471625	0.313737025	0.29395765	0.1879119875	0.323520975	0.3116909875	0.31988155	0.1847261
SRR521186	0.329948275	0.086271625	0.111306275	0.0813943	0.1892946875	0.406276375	0.0847919875	0.1185010375	0.2184731	0.109751375	0.15829655	0.1677105375	0.3799028	0.1555337125	0.226925875	0.1463134125	0.153954425	0.0724494625	0.1740775125	0.089429925	0.2673099125	0.2814191125	0.22344165	0.2701729	0.12641975	0.206078575	0.14751665	0.3036183375	0.283782525	0.12311485	0.1847462625	0.2911456625	0.31642625	0.301162375	0.286881575	0.2227163375	0.1692163625	0.2933644	0.168162	0.273245075	0.1744572625	0.0849701375	0.272121325	0.278599325	0.2874626375	0.3098624625	0.34998765	0.2667867875	0.2759352625	0.2734754625	0.2475893625	0.31348185	0.3012374625	0.1987816125	0.2801359625	0.20078375	0.1419834625	0.1402042125	0.291862825	0.24769375	0.108471	0.1363046125	0.346813975	0.215575375	0.134138575	0.2970239375	0.3214186875	0.1139365	0.247765625	0.0731293875	0.0	0.252615075	0.2929568125	0.2814520375	0.1192693375	0.289646575	0.3179301875	0.2487361625	0.2970133125	0.312682	0.270509975	0.322206375	0.305606525	0.304636275	0.3133371	0.291790125	0.3092495625	0.2832687875	0.1752484	0.3145314375	0.3026952	0.3071240375	0.1879218875
SRR521252	0.334996175	0.259425625	0.292345	0.259774575	0.2264018375	0.431552325	0.2370236875	0.2225412125	0.25200465	0.274806675	0.19364835	0.1984115375	0.35329475	0.2223402875	0.108458675	0.2064517125	0.20446805	0.2570162375	0.2123986625	0.217423125	0.2758693375	0.2790837875	0.2322542	0.248519825	0.2086564	0.201253525	0.201903425	0.3273221375	0.31511435	0.20091845	0.2306079375	0.3701062875	0.2986449	0.4058571	0.40936705	0.2572896625	0.1971113125	0.349673825	0.364110775	0.292211825	0.2099879375	0.2319735625	0.361391875	0.3455995	0.3135797625	0.2052883625	0.386972025	0.3022286125	0.3691124625	0.3205580125	0.3623013125	0.218037925	0.3923256625	0.2436352875	0.3958517875	0.19643535	0.1990905625	0.2680931625	0.305475025	0.28901125	0.292659225	0.2151308125	0.2147377	0.286965125	0.31791605	0.3619491375	0.3748210875	0.304441325	0.23930945	0.2636946875	0.252615075	0.0	0.4547578125	0.2731257875	0.2229956625	0.400817675	0.4025577375	0.3075269625	0.3512733625	0.35795615	0.315647525	0.40356995	0.402801025	0.442888325	0.421205925	0.404795125	0.3840100875	0.4054308875	0.241580675	0.4012014625	0.41213595	0.3908912625	0.2433496875
SRR521217	0.5951029125	0.2833744125	0.2537791625	0.3000168375	0.429686875	0.6641431625	0.315900475	0.370789075	0.4907085625	0.2862670875	0.3995829375	0.405708075	0.6151747625	0.367320625	0.4012477375	0.391921475	0.3994541375	0.29310795	0.4231655	0.3411216625	0.522971275	0.529290225	0.4732165875	0.3051957125	0.3586738625	0.4486141375	0.3982787875	0.567829125	0.2044100625	0.3700166125	0.4564976	0.154892525	0.5510886375	0.0928358375	0.0805557625	0.4766644	0.40345055	0.1527760875	0.2082223375	0.5316738125	0.4206421	0.33466135	0.1725936125	0.1706945625	0.2160786	0.5535772	0.1369891125	0.20090105	0.1447113	0.205431525	0.149047275	0.4405155625	0.122105875	0.3115474	0.10332695	0.4315767375	0.3891151	0.287214975	0.5464981125	0.5081100375	0.2532901375	0.382291875	0.4852383125	0.2198985125	0.2165429125	0.161656125	0.125011475	0.2731901125	0.2973404125	0.30187425	0.2929568125	0.4547578125	0.0	0.23051275	0.361780875	0.0904080875	0.0987674	0.227673175	0.149125075	0.1360306375	0.2040087625	0.0970259125	0.0974100875	0.0588100375	0.0914049625	0.0892170625	0.133942525	0.09189895	0.2986196625	0.118110575	0.0752454875	0.113528125	0.293962375
SRR521246	0.5141280875	0.2443382125	0.2365705875	0.2631319125	0.4003244	0.6234345875	0.286423525	0.339940675	0.4332715875	0.2437716875	0.3320381375	0.349649525	0.5317511875	0.29642095	0.2196210625	0.354567175	0.3618038375	0.269591075	0.379245425	0.3082188375	0.4576159	0.462800025	0.4110526625	0.1595492875	0.3061908625	0.3738809125	0.3535708375	0.5042328	0.0992937875	0.3077955875	0.4073242	0.156274275	0.4732958375	0.1854685375	0.1859090625	0.435099825	0.3665404	0.1259202625	0.2075855375	0.4738463375	0.380751775	0.303013025	0.1448468875	0.1288868375	0.116255825	0.4172651	0.1608573875	0.09585725	0.1512905	0.119099675	0.1475212	0.2959519875	0.155657025	0.2090557	0.1718564	0.3540337625	0.338350525	0.2193577	0.4822500875	0.4641194875	0.2327739125	0.3437862	0.3447767375	0.1302186375	0.1917082375	0.144958075	0.158359975	0.2600005375	0.1452836125	0.284794025	0.2814520375	0.2731257875	0.23051275	0.0	0.327156325	0.1814404375	0.18660275	0.126676975	0.1320732	0.1369130875	0.1062718625	0.1824182875	0.1744582375	0.2228641375	0.1921684875	0.1768195375	0.169132125	0.18601495	0.2125623875	0.1805976	0.1896926875	0.1688821	0.185958075
SRR521193	0.2882298375	0.1311519125	0.1678086625	0.1216930375	0.1814709	0.3656907375	0.120868875	0.093414075	0.1792491375	0.1374247375	0.1105823625	0.1413289	0.3234618125	0.1282835	0.2114796625	0.132563475	0.1253615875	0.135488025	0.146401375	0.1050580125	0.2225346	0.232693875	0.1799913625	0.3071157125	0.1108009625	0.1685065125	0.1266864375	0.262418675	0.3246682125	0.0920459625	0.1615541	0.331843025	0.2609664125	0.3454058375	0.3489989125	0.194735475	0.1498002	0.3314371125	0.2360175125	0.2406257125	0.149104425	0.1045765	0.3176179625	0.3115710875	0.326666925	0.270350825	0.3968727125	0.307547675	0.31159285	0.31444145	0.280601475	0.2828624125	0.3534919	0.240707425	0.336300675	0.1557538875	0.11367965	0.185343025	0.2462127375	0.2203295125	0.1617261125	0.118933175	0.3230760625	0.2575199375	0.1952536625	0.3437415	0.36179575	0.1822832875	0.2917585375	0.123249425	0.1192693375	0.2229956625	0.361780875	0.327156325	0.0	0.3433006625	0.370809525	0.29742095	0.334801425	0.3512965875	0.3159693875	0.3727155875	0.3591776375	0.3729799375	0.3693102625	0.3503708875	0.359509	0.355960225	0.2248427625	0.366903025	0.3596770125	0.355762375	0.23049355
SRR521202	0.5568324	0.275579025	0.2605139	0.288898875	0.4359863875	0.641224525	0.3174964125	0.3655911125	0.455990575	0.2750438	0.358699525	0.3970444625	0.590943775	0.3475847125	0.347785225	0.3881730375	0.395895675	0.2976659625	0.4134530625	0.3371159	0.4835563625	0.4855878625	0.436318325	0.2415653	0.352060775	0.4305115	0.388590675	0.5433464875	0.143468225	0.345095125	0.4290470625	0.1084500375	0.531823975	0.056510025	0.061848625	0.4662629125	0.4066352875	0.088495325	0.22798185	0.514204525	0.4175924625	0.3260095125	0.145087175	0.110885975	0.1472646625	0.5038811625	0.0987709	0.1374355375	0.0913943875	0.1409081375	0.1120866375	0.377652475	0.0774672375	0.2500606375	0.0889693625	0.411960375	0.3676629625	0.2739861625	0.5179188	0.49726365	0.254830825	0.3770455625	0.427158425	0.172697875	0.21113935	0.0987357625	0.0749984625	0.29072805	0.2333819	0.3061539625	0.289646575	0.400817675	0.0904080875	0.1814404375	0.3433006625	0.0	0.0486562125	0.1683995875	0.0848447125	0.077690125	0.14071255	0.0589444	0.06265535	0.0880772	0.0680049	0.05483495	0.0767494875	0.0655562375	0.25556965	0.0589494625	0.056269425	0.0419729625	0.2252090875
SRR521224	0.5733063875	0.2918537375	0.2760880125	0.3011728875	0.4553869	0.6641528125	0.33115795	0.3814501	0.4723421375	0.2886453125	0.3784315625	0.41101345	0.5973911125	0.3566221	0.3466130875	0.405121225	0.4117998375	0.313566425	0.43121895	0.3517862125	0.49958815	0.5068464	0.4594213375	0.2380513875	0.3668007375	0.4461731625	0.4024882125	0.555602525	0.1398755625	0.3568742375	0.448426725	0.1175815	0.5413446875	0.0614331375	0.0690737125	0.481202225	0.416793475	0.0934567375	0.2493496375	0.5335007875	0.427785825	0.34268995	0.1598407375	0.1121546875	0.149911875	0.50548575	0.0810882375	0.1335691	0.1049458	0.14434885	0.121519525	0.3801395625	0.0975154	0.24999435	0.0995368	0.4219199875	0.38314435	0.283415675	0.5321969625	0.5138445125	0.2728400875	0.39341175	0.4266463625	0.1854938875	0.2282648375	0.0989497	0.05742475	0.3079965375	0.2356388125	0.326622625	0.3179301875	0.4025577375	0.0987674	0.18660275	0.370809525	0.0486562125	0.0	0.1730551	0.0832009	0.0763360125	0.1468055125	0.0458473125	0.0653918875	0.0875604125	0.0602025625	0.0696060625	0.0716667	0.0630085	0.2741866125	0.05800815	0.0479125375	0.054036325	0.227972375
SRR521257	0.4837826875	0.2199488125	0.2066636875	0.2370217125	0.377756425	0.5849596375	0.2621018	0.3134245	0.3958847125	0.2168294125	0.3042688875	0.33423885	0.5260898125	0.28929305	0.2570246625	0.33201885	0.3355803625	0.243429475	0.354978975	0.2814165125	0.42244925	0.422383575	0.3804687875	0.1502794625	0.2899087375	0.3625693625	0.3290343625	0.478223675	0.0952620375	0.2839351625	0.3699153	0.1329576	0.4672235875	0.1799427375	0.1808062625	0.406092275	0.342389075	0.1369002375	0.1904033375	0.4476433125	0.356036525	0.2739829	0.1423838875	0.1209038625	0.099893575	0.398796075	0.2017558875	0.11000775	0.14396505	0.093199975	0.144205775	0.2729028875	0.16164285	0.13627335	0.17153365	0.3510406375	0.3053077	0.214621375	0.4504150875	0.4378110625	0.2031884875	0.3110596	0.3016384875	0.1240554625	0.1660698625	0.13834225	0.169906275	0.2394602625	0.1624549375	0.25357085	0.2487361625	0.3075269625	0.227673175	0.126676975	0.29742095	0.1683995875	0.1730551	0.0	0.136772475	0.1595567125	0.1155266125	0.1787187625	0.1781887375	0.2229354125	0.1887232125	0.1703937875	0.14413425	0.1835695	0.1503194625	0.166077175	0.1868735875	0.1620658	0.1323583
SRR521208	0.5364519125	0.2624872375	0.2533678875	0.2781542625	0.425852225	0.6336964875	0.308250075	0.355364175	0.4521253875	0.2589371875	0.3496121375	0.3843781	0.5706783875	0.326750875	0.2968183375	0.384657875	0.3887820625	0.2951493	0.409000125	0.3357693125	0.4707506	0.474373025	0.4280448625	0.1795335875	0.3379599875	0.4054143125	0.3789205375	0.5274179	0.1003010375	0.3277658875	0.428170725	0.087273125	0.5119744875	0.1075512125	0.1074193875	0.456637425	0.394996425	0.0472031375	0.2261781625	0.5014391125	0.408834325	0.3213148	0.1347428625	0.0663393125	0.0859015	0.449257125	0.1238859875	0.0960609	0.074708875	0.1039919	0.0930047	0.3208158125	0.1056279	0.21659145	0.101914925	0.3957637375	0.360889325	0.256059225	0.4998184125	0.4864031375	0.2463523875	0.3711323	0.3729378375	0.1537335625	0.2118516625	0.085928825	0.073071175	0.2826052875	0.1915875625	0.306512125	0.2970133125	0.3512733625	0.149125075	0.1320732	0.334801425	0.0848447125	0.0832009	0.136772475	0.0	0.0559518125	0.1082027375	0.1060433375	0.1048094875	0.1502131375	0.1150458625	0.1095287625	0.08202625	0.11282835	0.2231419875	0.08646915	0.1053312125	0.07531605	0.197255
SRR521223	0.5449755	0.270912925	0.262910125	0.2837125	0.4404200375	0.6538239	0.3162237375	0.3710852375	0.462138675	0.265499925	0.361220425	0.3917316125	0.5772961	0.3327298375	0.3046509	0.3931232875	0.39759105	0.3066541125	0.4184432625	0.343957075	0.4856785875	0.4906456625	0.4412236	0.19514745	0.3457538	0.412449425	0.387102825	0.5379731125	0.12258195	0.3384078	0.4375941625	0.1049893625	0.5187691	0.08904	0.08700455	0.4650961375	0.4004565125	0.06372925	0.2392027	0.509432675	0.4148658625	0.3326074875	0.1478815	0.093136775	0.1115524375	0.4608362625	0.10830285	0.1086393875	0.0760294625	0.1261994375	0.1024847875	0.3363006	0.1086286125	0.2388090375	0.0973178875	0.3986941	0.3693205375	0.2573479125	0.50989575	0.497009625	0.259847525	0.3768740375	0.387896	0.169436025	0.222907675	0.0892577125	0.0444638625	0.2966399	0.19780125	0.3180370875	0.312682	0.35795615	0.1360306375	0.1369130875	0.3512965875	0.077690125	0.0763360125	0.1595567125	0.0559518125	0.0	0.12885405	0.08754825	0.099812175	0.12342255	0.09858255	0.0976739	0.0782242875	0.0921427125	0.246552975	0.0744307875	0.08793205	0.0722801125	0.2176470625
SRR521256	0.5086076	0.236877525	0.22768145	0.24887535	0.3928661125	0.605422625	0.2749689875	0.3328528125	0.4218767	0.23682515	0.315317525	0.3448001625	0.538244725	0.2951215875	0.265784225	0.3503858875	0.356002175	0.2610706125	0.3771998375	0.30456265	0.4433356875	0.4447545625	0.393984075	0.179909075	0.2951985	0.3695992	0.3472047	0.5000254875	0.078623525	0.297746525	0.4035815875	0.1117169125	0.48308665	0.149543325	0.1507061	0.4278058125	0.3631901125	0.09795735	0.195931625	0.4685171	0.3754209125	0.2962406125	0.079916225	0.097850125	0.1177652875	0.4326033875	0.16273265	0.0705483375	0.1257033375	0.0919158375	0.1162549375	0.311149425	0.1466945125	0.1803113625	0.1434865125	0.360747075	0.3260009125	0.2157568125	0.4732034	0.45812265	0.21804	0.3396395625	0.35358565	0.087002225	0.18350655	0.1090179875	0.1391424125	0.248977875	0.143336675	0.2755191125	0.270509975	0.315647525	0.2040087625	0.1062718625	0.3159693875	0.14071255	0.1468055125	0.1155266125	0.1082027375	0.12885405	0.0	0.14721885	0.15006695	0.19148205	0.1672932	0.151540475	0.1289353375	0.1582959125	0.203208425	0.1407497375	0.156624	0.1377038625	0.1674525875
SRR521231	0.5764281	0.2989814	0.27855855	0.306365675	0.4615205375	0.67330425	0.3324859125	0.3858269625	0.483598025	0.295406575	0.3752795	0.4161664125	0.606070925	0.3658872875	0.3535661	0.4095266375	0.415584525	0.3170179375	0.4345470125	0.3599082	0.5034081375	0.5116134875	0.460001125	0.24232715	0.37285025	0.452115	0.4066708	0.5590414625	0.150450225	0.37055695	0.4559279125	0.1123070875	0.548954575	0.061292375	0.0581057	0.4830077375	0.4180750125	0.10326455	0.2543101	0.539863475	0.4293067125	0.3492183625	0.15907245	0.112644625	0.1651754625	0.5202369875	0.080809025	0.1494292375	0.1098708875	0.1519545375	0.1239516625	0.38788035	0.0994028375	0.2650954875	0.0905226875	0.429802425	0.3836616875	0.2962037625	0.538344375	0.51511805	0.27150855	0.3931045875	0.435423175	0.188846625	0.23575075	0.1051919375	0.0753214125	0.3120917	0.2478909	0.3283290125	0.322206375	0.40356995	0.0970259125	0.1824182875	0.3727155875	0.0589444	0.0458473125	0.1787187625	0.1060433375	0.08754825	0.14721885	0.0	0.05719975	0.080524375	0.065635675	0.056447325	0.0695846875	0.0724740375	0.28571345	0.0594778875	0.0479658	0.0763818625	0.2400839625
SRR521248	0.569163925	0.281876075	0.264630125	0.29542775	0.4363878375	0.652756625	0.3226575875	0.3690146375	0.48049165	0.282490025	0.3640314	0.3998494125	0.59589525	0.3536294625	0.3519983	0.3943456125	0.40026785	0.3018646125	0.4210116625	0.346643275	0.4914044125	0.5014441875	0.44882185	0.248587425	0.351289475	0.440206175	0.390545525	0.5493402625	0.14773325	0.357442975	0.4458504625	0.1139253125	0.534594725	0.062296	0.05754515	0.4719408125	0.4098014875	0.106287125	0.226786375	0.524076225	0.4213033875	0.3335235375	0.14249935	0.11876245	0.1656309875	0.5187278375	0.089962475	0.1492322375	0.1091330125	0.1462554625	0.1226479375	0.3941108	0.0895193625	0.2588200625	0.0723347875	0.41457505	0.3818121875	0.2818878875	0.528240675	0.504041825	0.260695675	0.3840161875	0.436307375	0.179599675	0.21918395	0.1093785375	0.0860871125	0.2848738	0.2453202	0.3143282375	0.305606525	0.402801025	0.0974100875	0.1744582375	0.3591776375	0.06265535	0.0653918875	0.1781887375	0.1048094875	0.099812175	0.15006695	0.05719975	0.0	0.1012089	0.0681258	0.054469925	0.0808778625	0.0775968375	0.27019805	0.0762213375	0.0663106	0.0760826375	0.2500722875
SRR521240	0.59363425	0.283305875	0.252964225	0.29887625	0.4333426625	0.6773427	0.3114263625	0.3739243125	0.490598575	0.288901325	0.40228145	0.3991522625	0.610443775	0.3629488375	0.38987335	0.3882533625	0.393418925	0.2920604875	0.4204555125	0.343466225	0.5226707875	0.5288251125	0.473038725	0.289863275	0.3551324	0.4413915	0.39918775	0.5661257125	0.1987069	0.367157875	0.4553320375	0.1546364375	0.548497625	0.06826975	0.07801805	0.4716411875	0.3978120875	0.144199825	0.219779775	0.52528195	0.4150002125	0.3375159625	0.174220975	0.16563805	0.2108304125	0.5499145125	0.122328925	0.1892400625	0.1369164625	0.2053498625	0.1392264625	0.430272275	0.1295031625	0.3056712625	0.1099333375	0.4268284	0.3828736625	0.2808449375	0.542564875	0.503721675	0.25883	0.3788843125	0.48000575	0.212492675	0.226687775	0.1541587125	0.1120614625	0.2812881	0.284383925	0.3009728125	0.304636275	0.442888325	0.0588100375	0.2228641375	0.3729799375	0.0880772	0.0875604125	0.2229354125	0.1502131375	0.12342255	0.19148205	0.080524375	0.1012089	0.0	0.0751414	0.091255275	0.1267032375	0.0660808875	0.3118911	0.1023769875	0.059341175	0.1106967125	0.2730218875
SRR521238	0.582924625	0.286770925	0.26705735	0.305044725	0.4403198125	0.665227525	0.3238897625	0.3776073625	0.481331325	0.292801425	0.38535195	0.4083464375	0.604608075	0.3656848625	0.3695949	0.3997350125	0.40600795	0.3055458625	0.4257062875	0.3522146	0.5067639375	0.5122366875	0.46303275	0.26252165	0.361987775	0.4448036	0.397975625	0.5606133625	0.1661101	0.359619975	0.4465708625	0.1338180875	0.543671075	0.063814525	0.07194875	0.4774733875	0.4102862875	0.114181625	0.232721375	0.530095125	0.4238462125	0.3393874875	0.1629961	0.1370441	0.1752840625	0.5298367375	0.0978134	0.1611118625	0.1179003375	0.1695156375	0.1342340875	0.401108025	0.0970333125	0.2716915625	0.0927359375	0.42301515	0.3850416875	0.2848487875	0.53517405	0.5087443	0.2710365	0.3884253125	0.449491125	0.2047732	0.23312465	0.1250504625	0.0859814875	0.2921493	0.2598602	0.3170016875	0.3133371	0.421205925	0.0914049625	0.1921684875	0.3693102625	0.0680049	0.0602025625	0.1887232125	0.1150458625	0.09858255	0.1672932	0.065635675	0.0681258	0.0751414	0.0	0.073964175	0.1049951625	0.0743743375	0.286559375	0.0815909375	0.052109575	0.0798765125	0.2525809125
SRR521260	0.556117875	0.2722711	0.253394275	0.279658675	0.4321012125	0.647611475	0.3080778875	0.3622532125	0.465328525	0.27358075	0.3561683	0.3935927875	0.59272535	0.3507461625	0.35513445	0.3826586125	0.39030115	0.2892610375	0.4070118375	0.331541925	0.4832567625	0.4857120625	0.4340187	0.245345175	0.34781945	0.431201125	0.3803345	0.5373980375	0.150551	0.34723845	0.4331300125	0.1110851875	0.531676575	0.063708375	0.052110425	0.4538192125	0.3955102375	0.111989125	0.22556175	0.51370245	0.4083056375	0.3198874625	0.14690865	0.1206363	0.1566289375	0.5132048125	0.1030591	0.1516133375	0.0974833875	0.1479865625	0.1148965375	0.386545125	0.0872452625	0.2609720375	0.0742526375	0.413305175	0.3611910375	0.2795025375	0.521794825	0.492978725	0.2493349	0.3612544875	0.42895685	0.182381975	0.20918765	0.1062211625	0.0940173625	0.284386675	0.252091375	0.2989471625	0.291790125	0.404795125	0.0892170625	0.1768195375	0.3503708875	0.05483495	0.0696060625	0.1703937875	0.1095287625	0.0976739	0.151540475	0.056447325	0.054469925	0.091255275	0.073964175	0.0	0.0730499625	0.0712670375	0.272839575	0.0688145625	0.066477075	0.0711403625	0.2429724375
SRR521262	0.5502582875	0.2812460375	0.2626574625	0.2882626125	0.443682975	0.6553963875	0.316614575	0.36884515	0.4598379125	0.2765193375	0.3614025125	0.39580315	0.5824674875	0.34307175	0.3276678375	0.390816375	0.4001939125	0.30271155	0.4164303	0.3413255375	0.48319905	0.488963475	0.4443178625	0.2057327625	0.3519941625	0.4326126125	0.3893438625	0.53330245	0.1150830375	0.3414689125	0.437925525	0.08561675	0.5266074625	0.0873147375	0.0767091375	0.459028225	0.3979821	0.0864772625	0.2417382875	0.5172797375	0.41054055	0.330010475	0.1417160375	0.0871453875	0.128049275	0.48065425	0.1122599125	0.1240656	0.0845777	0.117228325	0.107601875	0.3493340875	0.100914	0.2234282	0.080386975	0.4073726875	0.362777775	0.27292965	0.5162866625	0.4962041125	0.2593981375	0.36949075	0.3961921375	0.1710492375	0.2210069375	0.073437825	0.082610175	0.3006381375	0.2204781375	0.313737025	0.3092495625	0.3840100875	0.133942525	0.169132125	0.359509	0.0767494875	0.0716667	0.14413425	0.08202625	0.0782242875	0.1289353375	0.0695846875	0.0808778625	0.1267032375	0.1049951625	0.0730499625	0.0	0.0837743	0.2487379375	0.051529125	0.0886208875	0.079853525	0.2063256
