Taxon	EM035.441593	EM056.T3.441716	EM044.441601	EM110.441723	EM091.441686	EM139.441611	EM076.441622	EM084.441599	EM089.441742	EM053.441738	EM071.441747	EM049.441600	EM054.441707	EM042.441674	EM173.441754	EM167.441702	EM132.441696	EM063.T3.441695	EM117.441609	EM105.441629	EM055.441603	EM116.441657	EM072.T3.441632	EM031.441732	EM131.441591	EM147.441617	EM133.441663	EM150.441648	EM032.441683	EM142.441711	EM054.T3.441749	EM114.441710	EM083.T3.441744	EM158.441731	EM064.441592	EM100.441714	EM109.441669	EMC06.441610	EM088.441638	EM134.441735	EM101.441623	EM124.441697	EM140.441608	EM058.441637	EM070.441682	EM100.T3.441627	EM060.T3.441729	EM046.441741	EM059.441715	EM052.441625	EM103.441691	EM178.441705	EM222.441725	EM056.441606	EM160.441703	EM108.441694	EM057.T3.441589	EM092.441616	EM086.T3.441746	EM086.441698	EM038.441649	EM039.441743	EM159.441719	EM074.441596	EM037.441737	EM067.441615	EMC01.441661	EM049.T3.441671	EM122.441699	EM083.441666	EM047.T3.441645	EM152.441730	EM060.441677	EM162.441728	EM061.441673	EM118.441693	EM155.441678	EM146.441718	EM098.T3.441740	EM093.441602	EMC04.441704	EM170.441651	EM093.T3.441670	EM179.441612	EM137.441680	EM036.441587	EM040.441709	EM090.441664	EMC09.441635	EM123.441687	EM141.441684	EM149.441655	EM112.441630	EMC05.441628	EMC08.441752	EM043.441739	EM102.441633	EM113.441619	EM095.441717	EMC02.441750	EM050.441672	EM125.441659	EM072.441643	EM209.441665	EM180.441692	EM096.441706	EM098.441733	EM055.T3.441626	EM095.T3.441590	EM090.T3.441662	EM169.441653	EM166.441748	EM163.441642	EM057.441605	EM094.T3.441588	EM089.T3.441624	EM077.T3.441639	EM165.441597	EM168.441668	EM053.T3.441688	EM047.441722	EM174.441652	EM182.441681	EM063.441621	EM085.441675	EM136.441650	EM138.441753	EM126.441679	EM071.T3.441734	EM069.441700	EM082.T3.441751	EM111.441634	EM073.T3.441721	EM135.441660	EM065.T3.441614	EM094.441640	EM183.441654	EM145.441690	EM144.441736	EM080.441727	EM151.441595	EM148.441631	EM034.441676	EM033.441685	EM156.441613	EM081.441618	EM066.441656	EM073.441594	EM129.441689	EM130.441701	EM082.441607	EM062.441720	EM078.441658	EM107.441620	EM066.T3.441647	EM087.441726	EMC03.441713	EM077.441646	EM068.441712	EM075.441644	EM065.441667	EM115.441641	EM079.441724	EMC07.441636	EM059.T3.441604	EM099.441708	EM106.441745	EM161.441598
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__mucilaginosa	0.0	0.0	0.0	7.35672772751e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.86353977514e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.11583389395e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.08717221828e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.60763843003e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000180880889934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__;s__	0.000212947189097	0.0	0.0	7.35672772751e-05	0.0	0.0	0.000155508902885	0.0	0.0	9.09504320146e-05	0.0	0.0	0.0	0.000100225507392	0.000105185652677	0.0	0.0	0.0	0.0	8.1499592502e-05	0.000238706212329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000730899866718	0.000401993889693	0.0	0.0	0.0	0.0	0.0	6.0078101532e-05	0.0	0.0	5.54846584919e-05	0.0	0.000288350634371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.08717221828e-05	0.000337078651685	0.000183273260431	0.0	8.09192425959e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125902299815	0.000350877192982	9.20640765973e-05	0.0	0.0	0.0	0.0	0.0	0.00011091393079	0.0	0.0	6.60763843003e-05	0.000193199381762	7.14387769681e-05	0.0	0.0	0.0	0.0	0.000155159038014	0.0	0.0	8.06321561039e-05	0.0	0.0	0.0	0.0	0.000289163594303	0.0	0.0	0.00128026070764	9.97008973081e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.52188091045e-05	0.0	7.06963591375e-05	0.0	0.0	0.0	0.000709320470989	6.48550489656e-05	0.0	0.0	0.0	0.0	0.0	0.000152473888847	0.000984163908025	0.0	6.91993633659e-05	0.0	0.0	0.000157368793768	7.31957253696e-05	0.0	7.05019740553e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000136011243596	0.000170116246102	0.0	0.0	0.0	7.09521782319e-05	0.0	0.0	0.0	0.0	0.0	0.000237360550676	0.0	0.0	0.0	0.0	0.0	0.0	8.51063829787e-05	0.0	0.0	7.05865744335e-05	0.0	7.69171602184e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Alloscardovia;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.64986515391e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	0.00113571834185	0.0	0.000264151940196	0.00367836386375	0.00542991825288	0.00239197530864	0.00575382940673	0.000330797221303	0.0043275253388	0.0161891768986	0.000557611395549	0.0011287743392	0.000478316326531	0.00330744174392	0.0091511517829	0.00483205657042	0.000208029956314	0.00125183693463	0.0	0.00162999185004	0.00131288416781	0.000193176988757	0.000830564784053	0.000192727739946	0.000910487679964	0.0	0.00125078173859	0.00108210469363	0.0306118061826	0.0187329152597	5.76601510696e-05	0.000219058050383	0.000537489922064	0.00103084608675	0.0	0.00204265545209	0.0	0.00129825168773	0.000554846584919	0.00094376720409	0.0213379469435	0.0	0.0023124951823	0.000697188008366	0.000920662877272	0.00113106178425	0.0	0.00062038238114	0.000355618776671	0.0	0.0	0.0016049124276	0.000559462915601	0.0	0.0	0.000790097445352	0.000125046892585	0.00131181201164	0.0108996008597	0.00099220411056	0.00421348314607	0.00445964933716	0.00491450803727	0.0078491665318	0.00270189132393	0.00161259723013	0.00145199863341	0.000149655791679	0.000126262626263	0.00110683910055	0.0	8.3977158213e-05	0.000224820143885	0.00253350768225	0.000481289856816	0.018381735773	0.00842105263158	0.00377462714049	0.00194650710115	0.000659079924426	0.00287661809768	0.000494620996661	0.0	0.000720940550133	0.000581636892397	0.000379338686224	0.00330381921501	0.0108191653787	0.00328618374053	0.00766630447905	0.000254890715606	0.00259561798611	0.00397808790922	0.00287044220326	0.00161320933764	0.000388048117967	0.00185453959039	0.00360103843899	0.0	0.00790614639123	0.000558763270628	0.00274705414588	0.000697228516646	0.000361454492879	0.00151303538175	0.0126620139581	0.0	0.00100073387151	0.0	0.00581617815872	0.000482160077146	0.000368188512518	0.000456531663732	0.000155219247187	0.0	0.00178203486106	0.000734670810964	0.000470676833286	0.0357497517378	0.00428043323173	0.0	0.000131440588854	0.00410948574876	0.000749236355253	0.00103546466477	0.000381184722116	0.0728281291939	0.00221867234647	0.00415196180195	0.0	0.0	0.000550790778189	0.000805152979066	0.000946585530764	0.000775521714608	0.0	0.000606270569894	0.000146527302921	0.000849359946612	0.00134952766532	0.000271321334901	4.53370811987e-05	0.00272185993762	0.000729099157485	0.00180883472963	0.00402955003358	0.00482474811977	0.000488489955425	0.000129132231405	0.000467508181393	0.0	0.000362174495672	0.0055779729409	0.00034435261708	0.00268466115223	0.0	0.000195179076803	0.00291545189504	0.00189607692655	0.00595744680851	0.0	0.000716910117394	0.0167996047152	0.00195544381591	0.0	0.00210526315789	0.000289268151577	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__adolescentis	0.00134866553095	0.0	0.000158491164118	0.0014713455455	0.00179008294051	0.000231481481481	0.000699790062981	0.000330797221303	0.00296093838971	0.00977717144156	0.000760379175749	0.0	0.0	0.000400902029567	0.000315556958031	0.00176782557454	0.000104014978157	0.00021771077124	0.0	0.000325998370008	0.00184997314555	3.86353977514e-05	0.000830564784053	6.4242579982e-05	0.0	0.0	0.0	0.000338157716759	0.0270432950686	0.0087634667953	0.000172980453209	0.0	0.0	0.00229957973198	0.0	0.00174226494443	0.0	0.00406785528821	0.000166453975476	0.000393236335037	0.018646674356	0.0	7.70831727434e-05	0.0	0.0	0.00120175314577	0.0	0.00062038238114	0.00029634898056	0.0	0.0	0.0	0.000319693094629	0.0	0.0	0.000592573084014	0.0	0.000912564877659	0.000460546515198	0.00148830616584	0.00477528089888	0.00458183151078	0.00358349544384	0.0	0.0	0.000284575981787	0.00273317389819	0.0	0.0	0.0	0.0	0.0	0.000599520383693	0.0	0.0	0.010659728051	0.00520467836257	0.00285398637452	0.00252324994593	0.000659079924426	0.00750422112438	0.000247310498331	0.0	0.00144188110027	0.000498545907769	0.0	0.00343597198361	0.00283359093251	0.000428632661809	0.0	0.000254890715606	0.00129780899305	0.00221729490022	0.00791311093871	0.00360599734295	0.0	0.0	0.00410350891885	0.0	0.00535577658761	0.0	0.00122894527579	0.000217883911452	0.0	0.00290968342644	0.0	0.0	0.00100073387151	0.0	0.00267850309941	0.000482160077146	0.0	0.0	0.0	0.000353481795688	0.00105808319875	0.0	0.000188270733315	0.00936303021705	0.00337246254621	0.0	0.000744830003505	0.000980244307043	5.76335657887e-05	0.00032358270774	7.62369444233e-05	0.000268408338552	8.87468938587e-05	0.0	0.000112460638776	0.0	7.86843968841e-05	0.0	0.0	0.0	0.0	0.000779490732721	4.88424343069e-05	0.000728022811381	0.0	0.000813964004703	4.53370811987e-05	0.00306209242983	4.05055087492e-05	0.000571210967251	0.000671591672263	0.000141904356464	0.0	0.000387396694215	0.0	0.0	0.0	0.00225492523143	0.00025826446281	0.000653025685677	0.0	9.75895384015e-05	0.0	0.00126405128437	0.0011914893617	0.0	0.000448068823371	0.00395284816828	0.00391088763182	0.000307668640874	0.00172248803828	0.000192845434384	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__animalis	0.0	0.0	0.0	0.00191274920915	0.000119338862701	7.71604938272e-05	0.000311017805769	0.000551328702172	0.0	0.000227376080036	0.000405535560399	0.0	5.31462585034e-05	0.000100225507392	0.000841485221416	0.000353565114909	0.0	5.44276928101e-05	0.0	8.1499592502e-05	0.0	0.0	0.0	0.000128485159964	0.0	0.0	6.94878743659e-05	0.0	0.000257964658842	0.00281395722785	0.0	0.0	0.0	7.92958528269e-05	0.0	0.0	0.000348583877996	0.0	0.000221938633968	0.0	0.0	0.0	0.000154166345487	0.0	0.0	0.0	0.0	0.0	0.000118539592224	0.0	0.0	0.0	0.0	0.0	5.65802874279e-05	0.00125098762181	0.0	0.000513317743683	0.00199570156586	0.0	0.000168539325843	6.10910868104e-05	0.0	0.0	0.000600420294206	0.0	0.0	0.0	0.0	0.000174764068508	0.0	0.000923748740343	7.49400479616e-05	0.000245178162798	0.000240644928408	0.000167869733087	0.000233918128655	9.20640765973e-05	0.0	0.0	6.25351760365e-05	0.000123655249165	0.0	0.0	0.000166181969256	6.32231143706e-05	0.000330381921501	0.000128799587841	0.0	6.03646021973e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000502470479859	0.0	0.0	9.31272117713e-05	0.0	0.0	0.0	0.0	0.000199401794616	0.0	0.0	0.0	7.65286599832e-05	0.000289296046287	0.000122729504173	0.0	0.0	0.0	5.5688589408e-05	0.000395591975134	0.0	0.000567456376791	6.48550489656e-05	0.0	0.0	0.000301613632936	5.76335657887e-05	0.0	0.00411679499886	0.00143151113895	8.87468938587e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000293054605842	0.000606685676151	0.0	0.000633083114769	0.0	0.000170116246102	0.0	9.52018278751e-05	0.000167897918066	0.0	0.0	0.0	9.35016362786e-05	0.0	0.000108652348702	5.93401376691e-05	0.00249655647383	0.000145116819039	0.0	0.0	0.0	0.0	0.000340425531915	0.0	8.96137646743e-05	0.0	0.0	0.0	9.56937799043e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__bifidum	0.000141964792731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000117855038303	0.0	0.0	0.0	0.000651996740016	5.96765530823e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000214970549035	0.0	0.0	0.0	0.0	0.0	0.0	6.0078101532e-05	0.0	8.65501125151e-05	5.54846584919e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000730337078652	0.0	0.0	0.0	0.0	0.0	8.54116843184e-05	0.0	0.0	0.0	0.0	8.3977158213e-05	0.0	8.17260542661e-05	0.0	0.000587544065805	0.0	0.000368256306389	0.0	0.0	0.0	0.0	0.0	0.00011091393079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.63417054737e-05	0.0	0.000465477114042	0.000189789333839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00139664804469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.06963591375e-05	0.0	0.0	0.0	0.00184423322457	0.0	0.0	0.0	0.0	0.0	0.0	0.000152473888847	0.000894694461841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.53370811987e-05	0.0	0.0	0.000285605483625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__breve	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.52018278751e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__longum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000141173148867	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__pseudolongum	0.000141964792731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2994109807e-05	8.03987779386e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.54846584919e-05	0.0	9.61168781238e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6757752533e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.39348665436e-05	0.000116959064327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.06321561039e-05	8.37450799766e-05	0.0	0.0	0.0	7.22908985759e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000425592282593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000178938892368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.49737591843e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Scardovia;s__	0.0	0.0	0.0	0.0	0.0	7.71604938272e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000541052346815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.61797752809e-05	0.0	0.00010238558411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.39348665436e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000191168036704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.76096235933e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.38135296179e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000356040826015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000705865744335	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__;s__	0.000141964792731	0.000290360046458	2.64151940196e-05	0.000220701831825	5.96694313503e-05	0.0	0.0	5.51328702172e-05	0.0	0.0	0.0002027677802	9.40645282664e-05	0.0	0.0	0.0	0.0	0.000104014978157	0.0	0.0	0.000162999185004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000257964658842	0.000401993889693	0.0	0.0	0.0	0.000158591705654	0.000489266711516	0.000120156203064	8.71459694989e-05	0.0	5.54846584919e-05	0.0	0.0	0.0	0.0	0.000116198001394	4.00288207509e-05	0.000141382723031	0.0	5.63983982855e-05	0.0	5.37316640696e-05	0.0	0.0	0.0	6.49182030641e-05	5.65802874279e-05	6.58414537793e-05	0.000500187570339	0.000114070609707	0.0	0.0	0.000337078651685	6.10910868104e-05	0.0	0.000647353940767	0.000150105073551	9.48586605957e-05	8.54116843184e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0214976136e-05	0.000335739466174	0.0	0.0	0.0	0.0	0.00018760552811	0.0	0.0	0.00011091393079	0.0	0.0	0.0	0.000193199381762	0.000214316330904	0.0	0.0	0.000305366821895	0.0	0.000232738557021	0.0	0.000679084206442	0.0	0.0	0.0	0.0	0.0	0.0	8.71535645808e-05	0.0	0.0	0.0	0.000149153553583	0.0	9.29973030782e-05	0.0	0.0	0.000122729504173	6.52188091045e-05	0.00069848661234	0.0	5.5688589408e-05	5.65131393049e-05	0.0	0.000141864094198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000178938892368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.06685676151e-05	0.0	0.000180880889934	0.0	0.0	0.0	0.0	0.000293821356615	0.0	6.10612444282e-05	0.00025826446281	0.000187003272557	0.0	0.0	0.000296700688346	0.00034435261708	7.25584095197e-05	0.0	9.75895384015e-05	0.0	4.51446887274e-05	0.0	0.0	0.0	7.05865744335e-05	0.0	7.69171602184e-05	0.0	9.64227171922e-05	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000282193584799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.76601510696e-05	0.0	0.0	0.0	6.11583389395e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000139752637831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0214976136e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.60763843003e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.06321561039e-05	0.0	0.0	0.0	0.0	7.22908985759e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.62369444233e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.05865744335e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Atopobium;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4242579982e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.11583389395e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.58414537793e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000189393939394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
